activity_id,competitor_id,technology_id,adoption_status,market_activity_score,launch_year,investment_level
3911,3,490,Pilot,10,2027,Low
3912,10,490,Adopted,7,2025,Medium
3913,4,490,Adopted,3,2026,Low
3914,5,490,Pilot,3,2025,High
3915,7,491,Not Adopted,7,2025,Medium
3916,5,491,Adopted,6,2028,Medium
3917,8,491,Research,5,2025,High
3918,10,491,Pilot,7,2025,Low
3919,6,491,Adopted,8,2026,Low
3920,2,491,Not Adopted,7,2024,Low
3921,12,491,Adopted,9,2024,Medium
3922,4,491,Adopted,7,2025,Medium
3923,1,491,Pilot,4,2024,Medium
3924,3,491,Not Adopted,10,2025,Medium
3925,6,492,Adopted,3,2027,Low
3926,3,492,Pilot,7,2024,Medium
3927,12,492,Not Adopted,8,2025,Medium
3928,1,492,Research,4,2028,High
3929,7,492,Research,6,2026,High
3930,7,493,Adopted,5,2024,Low
3931,9,493,Not Adopted,4,2024,Medium
3932,10,493,Research,7,2026,Low
3933,6,493,Pilot,3,2024,Low
3934,12,493,Not Adopted,5,2027,Low
3935,1,493,Research,3,2024,Low
3936,5,493,Pilot,5,2025,High
3937,4,493,Research,3,2027,High
3938,9,494,Not Adopted,5,2025,Low
3939,3,494,Adopted,7,2026,High
3940,11,494,Adopted,10,2026,Medium
3941,2,494,Research,6,2028,Low
3942,12,494,Adopted,7,2028,Medium
3943,5,494,Research,4,2025,Low
3944,8,494,Research,7,2025,High
3945,4,494,Adopted,7,2026,High
3946,1,494,Research,10,2026,High
3947,9,495,Research,3,2025,Medium
3948,10,495,Pilot,10,2027,High
3949,11,495,Adopted,7,2024,Low
3950,7,495,Not Adopted,10,2028,Medium
3951,5,495,Adopted,3,2025,Low
3952,4,495,Pilot,7,2027,Low
3953,1,495,Adopted,9,2025,Low
3954,3,495,Pilot,8,2026,Medium
3955,6,495,Research,9,2028,High
3956,12,495,Research,7,2028,Low
3957,8,495,Research,9,2024,High
3958,1,496,Pilot,4,2028,High
3959,6,496,Not Adopted,6,2025,Medium
3960,4,496,Adopted,6,2028,Low
3961,5,496,Not Adopted,5,2024,High
3962,2,496,Research,3,2024,Medium
3963,10,496,Adopted,6,2024,High
3964,8,496,Adopted,3,2028,High
3965,12,496,Adopted,4,2027,Low
3966,7,496,Research,5,2026,Low
3967,11,496,Not Adopted,8,2025,Low
3968,9,496,Not Adopted,8,2024,High
3969,3,496,Research,9,2026,High
3970,7,497,Research,8,2024,Low
3971,9,497,Research,5,2026,High
3972,4,497,Adopted,8,2027,High
3973,11,497,Adopted,8,2024,Medium
3974,1,497,Research,3,2024,Medium
3975,5,497,Adopted,9,2026,High
3976,8,497,Research,9,2028,Low
3977,3,497,Adopted,6,2025,Low
3978,6,497,Research,8,2024,Low
3979,12,497,Adopted,10,2028,High
3980,2,497,Adopted,8,2027,Low
3981,10,497,Research,3,2025,Medium
3982,10,498,Adopted,3,2027,Medium
3983,4,498,Adopted,3,2026,Medium
3984,1,498,Not Adopted,10,2025,Medium
3985,3,498,Not Adopted,10,2026,Medium
3986,7,498,Research,10,2026,Low
3987,5,498,Pilot,8,2028,Medium
3988,11,498,Adopted,9,2026,Low
3989,12,498,Pilot,6,2025,High
3990,8,498,Not Adopted,3,2025,High
3991,6,498,Not Adopted,6,2025,Low
3992,9,499,Research,7,2026,Medium
3993,2,499,Adopted,5,2025,High
3994,6,499,Pilot,9,2025,High
3995,1,499,Adopted,7,2024,High
3996,5,499,Adopted,7,2025,High
3997,8,499,Adopted,10,2027,High
3998,7,499,Not Adopted,8,2027,Medium
3999,10,499,Adopted,7,2028,High
4000,11,499,Research,8,2027,Medium
4001,12,499,Not Adopted,10,2024,Low
4002,12,500,Adopted,9,2025,Low
4003,6,500,Pilot,5,2028,Low
4004,9,500,Adopted,4,2025,Low
4005,2,500,Pilot,8,2025,Low
4006,7,500,Not Adopted,4,2027,High
4007,10,500,Not Adopted,9,2024,Low
4008,11,500,Not Adopted,9,2024,Medium
4009,3,500,Research,9,2028,Medium
4010,5,500,Not Adopted,4,2028,High
4011,1,500,Adopted,5,2028,Medium
4012,4,500,Research,9,2024,Medium
4013,8,500,Not Adopted,9,2024,Medium
4014,9,501,Pilot,9,2027,High
4015,10,501,Pilot,6,2027,High
4016,2,501,Adopted,8,2028,Low
4017,1,501,Pilot,9,2027,Medium
4018,3,501,Research,7,2025,Medium
4019,8,501,Research,3,2027,Medium
4020,5,501,Not Adopted,9,2024,Low
4021,11,501,Not Adopted,4,2024,Medium
4022,7,501,Adopted,7,2025,High
4023,7,502,Research,7,2028,Medium
4024,1,502,Research,10,2028,Medium
4025,11,502,Pilot,8,2027,Medium
4026,2,502,Pilot,5,2024,Medium
4027,3,502,Adopted,7,2028,Medium
4028,9,502,Adopted,5,2027,Medium
4029,6,502,Adopted,7,2024,Low
4030,8,502,Not Adopted,7,2028,Low
4031,4,502,Adopted,6,2027,High
4032,12,502,Not Adopted,3,2026,High
4033,10,502,Research,10,2024,Medium
4034,5,502,Not Adopted,5,2024,Medium
4035,2,503,Research,4,2025,Low
4036,6,503,Adopted,7,2027,Medium
4037,1,503,Pilot,8,2026,Medium
4038,3,503,Not Adopted,8,2024,Low
4039,4,503,Research,5,2026,Medium
4040,7,503,Research,3,2027,Medium
4041,11,503,Pilot,3,2024,Low
4042,1,504,Adopted,9,2027,Medium
4043,6,504,Adopted,10,2024,High
4044,12,504,Not Adopted,6,2024,Medium
4045,9,504,Research,8,2028,Medium
4046,2,504,Adopted,5,2024,Low
4047,3,504,Pilot,9,2024,High
4048,10,504,Pilot,9,2025,Medium
4049,11,504,Adopted,5,2024,High
4050,5,505,Research,10,2027,Low
4051,6,505,Not Adopted,4,2028,Low
4052,11,505,Adopted,8,2025,Low
4053,9,505,Not Adopted,4,2025,Medium
4054,2,505,Pilot,8,2027,Low
4055,1,505,Adopted,7,2027,High
4056,3,505,Research,10,2024,High
4057,3,506,Not Adopted,6,2026,High
4058,5,506,Adopted,3,2028,Medium
4059,11,506,Research,10,2027,Medium
4060,6,506,Pilot,9,2025,Low
4061,8,506,Not Adopted,8,2024,Medium
4062,4,506,Adopted,10,2027,Low
4063,10,506,Pilot,7,2027,High
4064,2,506,Research,9,2027,Low
4065,12,506,Adopted,10,2027,Low
4066,7,506,Not Adopted,4,2026,High
4067,9,506,Adopted,8,2025,Low
4068,1,506,Adopted,9,2024,High
4069,1,507,Not Adopted,6,2025,Low
4070,9,507,Research,3,2024,Medium
4071,5,507,Not Adopted,4,2027,Medium
4072,11,507,Not Adopted,7,2028,Low
4073,11,508,Research,7,2028,Low
4074,6,508,Research,7,2025,Low
4075,3,508,Not Adopted,10,2026,Low
4076,10,508,Not Adopted,7,2024,High
4077,7,508,Not Adopted,3,2024,Medium
4078,12,509,Adopted,10,2027,High
4079,5,509,Not Adopted,8,2025,Medium
4080,2,509,Adopted,5,2025,High
4081,10,509,Not Adopted,9,2026,High
4082,11,510,Pilot,7,2026,High
4083,2,510,Not Adopted,6,2024,Medium
4084,7,510,Pilot,7,2025,Medium
4085,1,510,Research,4,2026,Medium
4086,6,510,Research,6,2028,High
4087,9,510,Not Adopted,6,2028,High
4088,10,510,Not Adopted,7,2024,Low
4089,4,510,Not Adopted,9,2024,High
4090,5,510,Adopted,4,2028,Medium
4091,12,510,Research,6,2028,Low
4092,10,511,Pilot,9,2026,Medium
4093,1,511,Adopted,6,2026,Low
4094,3,511,Research,9,2026,Low
4095,9,511,Not Adopted,3,2027,Low
4096,5,511,Adopted,10,2024,High
4097,6,512,Not Adopted,10,2027,Low
4098,1,512,Adopted,8,2025,High
4099,12,512,Research,5,2027,Low
4100,2,512,Adopted,8,2027,High
4101,11,512,Not Adopted,5,2026,High
4102,3,512,Adopted,9,2028,Medium
4103,9,512,Pilot,5,2024,High
4104,4,512,Pilot,8,2026,Low
4105,7,512,Research,4,2024,Medium
4106,5,512,Adopted,10,2026,Medium
4107,7,513,Research,6,2025,Medium
4108,5,513,Pilot,5,2026,Medium
4109,9,513,Adopted,8,2025,High
4110,1,513,Research,5,2028,Low
4111,12,513,Pilot,5,2028,High
4112,6,513,Not Adopted,9,2028,Medium
4113,10,513,Adopted,7,2025,High
4114,8,513,Research,6,2026,Low
4115,2,513,Adopted,7,2027,High
4116,11,513,Not Adopted,6,2028,Medium
4117,3,513,Adopted,3,2028,Medium
4118,3,514,Adopted,4,2026,High
4119,12,514,Adopted,4,2026,High
4120,9,514,Pilot,5,2026,High
4121,6,514,Not Adopted,7,2028,Low
4122,5,514,Not Adopted,5,2027,Medium
4123,4,514,Not Adopted,4,2028,Medium
4124,2,514,Adopted,10,2026,High
4125,1,514,Pilot,4,2028,Medium
4126,11,514,Research,5,2028,High
4127,11,515,Research,6,2025,Low
4128,8,515,Not Adopted,4,2027,Medium
4129,7,515,Adopted,5,2026,High
4130,12,515,Not Adopted,3,2026,Low
4131,6,515,Not Adopted,7,2025,High
4132,10,515,Adopted,3,2026,Low
4133,9,515,Adopted,6,2025,Medium
4134,2,515,Research,9,2027,High
4135,5,515,Research,6,2025,Medium
4136,4,516,Pilot,7,2025,Low
4137,3,516,Adopted,3,2026,Low
4138,8,516,Pilot,3,2025,Medium
4139,2,516,Research,7,2028,High
4140,1,516,Adopted,5,2027,Low
4141,6,516,Pilot,3,2026,Low
4142,5,516,Not Adopted,6,2027,Low
4143,12,516,Adopted,7,2024,Medium
4144,7,516,Not Adopted,7,2024,Low
4145,11,517,Not Adopted,3,2026,Medium
4146,3,517,Pilot,10,2024,Medium
4147,1,517,Adopted,6,2024,Low
4148,4,517,Not Adopted,3,2026,Low
4149,10,518,Research,7,2026,Medium
4150,3,518,Adopted,6,2028,Low
4151,4,518,Not Adopted,5,2025,Low
4152,5,518,Pilot,6,2028,Medium
4153,2,518,Not Adopted,9,2028,High
4154,8,518,Pilot,7,2025,Low
4155,6,518,Research,9,2025,Medium
4156,9,518,Pilot,4,2024,High
4157,12,518,Not Adopted,3,2027,Low
4158,1,518,Pilot,4,2026,Medium
4159,7,519,Not Adopted,6,2028,High
4160,9,519,Pilot,6,2024,Medium
4161,4,519,Adopted,3,2024,Low
4162,10,519,Not Adopted,10,2024,Medium
4163,2,519,Adopted,3,2027,High
4164,5,519,Adopted,9,2027,Medium
4165,3,519,Not Adopted,4,2025,Medium
4166,6,519,Research,10,2027,Medium
4167,11,519,Not Adopted,8,2024,High
4168,1,519,Not Adopted,4,2027,High
4169,12,519,Adopted,3,2024,Low
4170,8,519,Not Adopted,9,2024,Medium
4171,6,520,Pilot,10,2026,High
4172,2,520,Not Adopted,9,2025,Low
4173,4,520,Research,8,2026,High
4174,3,520,Adopted,5,2028,Low
4175,7,520,Pilot,6,2026,Low
4176,11,520,Research,6,2026,Low
4177,8,520,Adopted,3,2024,Low
4178,1,520,Not Adopted,10,2028,Low
4179,9,520,Research,8,2026,Medium
4180,7,521,Pilot,3,2024,Low
4181,8,521,Not Adopted,3,2026,High
4182,11,521,Not Adopted,10,2028,Low
4183,10,521,Not Adopted,10,2024,High
4184,1,521,Research,5,2027,Low
4185,6,521,Research,6,2028,Medium
4186,3,521,Not Adopted,3,2024,High
4187,4,521,Research,6,2028,Low
4188,9,521,Pilot,6,2026,Medium
4189,5,521,Research,10,2025,Low
4190,2,521,Pilot,10,2028,Medium
4191,5,522,Adopted,6,2024,Low
4192,8,522,Pilot,4,2027,High
4193,12,522,Not Adopted,9,2028,Medium
4194,11,522,Research,5,2028,Low
4195,10,522,Pilot,9,2027,Low
4196,2,522,Research,5,2026,Medium
4197,6,523,Adopted,8,2026,Medium
4198,1,523,Pilot,7,2028,High
4199,11,523,Adopted,6,2025,High
4200,2,523,Research,10,2024,Medium
4201,2,524,Adopted,8,2027,Medium
4202,4,524,Not Adopted,6,2025,Low
4203,12,524,Pilot,5,2026,High
4204,8,524,Not Adopted,9,2027,Medium
4205,6,524,Not Adopted,4,2028,Medium
4206,1,524,Pilot,5,2024,High
4207,7,524,Research,10,2024,High
4208,3,524,Adopted,7,2026,Medium
4209,11,524,Adopted,6,2027,Medium
4210,5,524,Research,3,2024,Low
4211,10,524,Adopted,9,2026,High
4212,3,525,Not Adopted,4,2026,High
4213,6,525,Research,4,2025,Medium
4214,5,525,Pilot,5,2025,Medium
4215,12,525,Adopted,7,2024,High
4216,6,526,Research,7,2028,Medium
4217,2,526,Pilot,10,2028,Medium
4218,12,526,Adopted,4,2027,Low
4219,11,526,Research,5,2025,Low
4220,4,526,Research,7,2024,Medium
4221,3,526,Research,3,2028,Medium
4222,9,526,Not Adopted,3,2024,High
4223,5,526,Adopted,3,2025,High
4224,1,526,Pilot,8,2024,Low
4225,10,526,Not Adopted,4,2028,Low
4226,8,526,Research,10,2028,Medium
4227,6,527,Not Adopted,6,2024,High
4228,7,527,Not Adopted,7,2027,Low
4229,10,527,Pilot,4,2026,Low
4230,1,527,Not Adopted,8,2028,Low
4231,12,527,Not Adopted,5,2024,Low
4232,3,527,Pilot,6,2024,High
4233,4,527,Research,9,2027,Medium
4234,2,527,Adopted,4,2025,Low
4235,5,527,Pilot,3,2028,Medium
4236,8,527,Research,9,2028,Medium
4237,9,527,Adopted,9,2028,High
4238,11,527,Not Adopted,9,2024,Low
4239,2,528,Adopted,10,2027,Low
4240,11,528,Pilot,3,2024,High
4241,6,528,Research,7,2025,Low
4242,9,528,Not Adopted,9,2028,Low
4243,3,528,Research,3,2027,Medium
4244,4,528,Adopted,6,2027,Low
4245,12,529,Adopted,4,2025,High
4246,3,529,Adopted,9,2028,Medium
4247,4,529,Not Adopted,9,2024,High
4248,5,529,Pilot,3,2025,High
4249,10,529,Research,7,2028,Medium
4250,8,529,Research,8,2025,Medium
4251,7,529,Research,7,2026,Low
4252,6,529,Research,4,2027,High
4253,11,529,Pilot,3,2027,High
4254,12,530,Research,3,2027,Medium
4255,3,530,Not Adopted,8,2025,Low
4256,7,530,Research,4,2024,Low
4257,4,530,Research,3,2027,High
4258,8,530,Pilot,3,2028,High
4259,6,530,Adopted,10,2024,High
4260,11,531,Adopted,3,2025,High
4261,6,531,Research,6,2025,Low
4262,10,531,Pilot,4,2026,High
4263,8,531,Research,10,2025,Low
4264,5,531,Not Adopted,8,2025,Low
4265,4,531,Pilot,3,2026,Medium
4266,12,531,Adopted,9,2024,Low
4267,9,532,Research,7,2025,Low
4268,8,532,Not Adopted,10,2025,Low
4269,1,532,Research,8,2025,High
4270,4,532,Adopted,5,2027,Low
4271,3,532,Pilot,4,2026,Medium
4272,5,532,Pilot,7,2025,Low
4273,10,532,Pilot,5,2027,High
4274,11,532,Adopted,9,2026,Medium
4275,2,532,Not Adopted,8,2027,Low
4276,7,532,Pilot,3,2025,Medium
4277,12,532,Research,3,2024,Low
4278,7,533,Pilot,4,2028,Medium
4279,10,533,Adopted,10,2027,High
4280,8,533,Not Adopted,6,2024,Medium
4281,12,533,Pilot,10,2025,High
4282,6,533,Adopted,5,2026,Low
4283,3,533,Pilot,9,2024,Medium
4284,11,533,Adopted,4,2028,High
4285,4,533,Pilot,10,2028,High
4286,1,533,Adopted,8,2025,Low
4287,9,533,Not Adopted,7,2028,Medium
4288,2,533,Not Adopted,10,2027,Medium
4289,8,534,Adopted,6,2025,High
4290,3,534,Pilot,9,2025,Medium
4291,7,534,Pilot,8,2027,Low
4292,5,534,Pilot,4,2028,Low
4293,9,534,Pilot,3,2026,Medium
4294,10,534,Pilot,10,2028,Medium
4295,12,534,Adopted,4,2027,Low
4296,2,534,Not Adopted,3,2026,Low
4297,12,535,Adopted,4,2026,High
4298,9,535,Pilot,9,2026,Low
4299,3,535,Pilot,10,2027,High
4300,2,535,Pilot,10,2024,High
4301,8,535,Adopted,10,2025,Low
4302,5,535,Research,9,2026,High
4303,4,535,Research,9,2024,Low
4304,11,535,Pilot,10,2024,High
4305,10,535,Not Adopted,6,2025,Medium
4306,11,536,Pilot,7,2026,High
4307,12,536,Research,7,2027,Medium
4308,10,536,Research,3,2027,Low
4309,8,536,Pilot,7,2028,High
4310,7,536,Research,7,2027,Medium
4311,9,536,Not Adopted,4,2025,High
4312,2,536,Not Adopted,4,2026,High
4313,5,536,Adopted,6,2027,High
4314,1,536,Not Adopted,9,2027,High
4315,6,536,Not Adopted,10,2027,High
4316,3,536,Not Adopted,7,2028,High
4317,7,537,Research,5,2028,High
4318,9,537,Adopted,4,2025,Low
4319,10,537,Pilot,10,2025,Low
4320,5,537,Pilot,8,2026,Medium
4321,3,537,Not Adopted,4,2025,High
4322,12,537,Not Adopted,7,2024,High
4323,1,537,Not Adopted,8,2024,Medium
4324,11,537,Adopted,5,2028,Low
4325,6,537,Adopted,6,2024,Medium
4326,8,537,Pilot,10,2024,Low
4327,4,538,Not Adopted,5,2027,High
4328,5,538,Research,5,2027,Medium
4329,11,538,Adopted,5,2024,Medium
4330,10,538,Not Adopted,5,2026,Medium
4331,2,538,Pilot,9,2027,Medium
4332,6,538,Research,10,2025,High
4333,1,538,Pilot,3,2027,Medium
4334,8,538,Adopted,10,2027,Medium
4335,9,538,Adopted,8,2026,Low
4336,3,538,Not Adopted,4,2027,Medium
4337,12,538,Research,8,2028,High
4338,8,539,Research,9,2026,Low
4339,3,539,Not Adopted,6,2027,Low
4340,2,539,Research,3,2024,Low
4341,1,539,Pilot,6,2026,Medium
4342,7,539,Adopted,9,2024,Low
4343,5,539,Not Adopted,3,2025,High
4344,6,539,Adopted,5,2026,High
4345,9,539,Pilot,10,2027,Medium
4346,4,539,Pilot,5,2024,Medium
4347,12,539,Pilot,7,2025,Medium
4348,12,540,Research,5,2028,Medium
4349,9,540,Research,9,2027,Low
4350,3,540,Adopted,8,2026,Medium
4351,1,540,Research,9,2026,Medium
4352,7,541,Research,6,2025,High
4353,9,541,Not Adopted,10,2025,High
4354,10,541,Not Adopted,3,2026,Medium
4355,2,541,Pilot,6,2025,Low
4356,5,541,Research,5,2027,High
4357,12,541,Adopted,5,2025,Low
4358,3,541,Adopted,7,2028,Medium
4359,11,541,Not Adopted,9,2028,Medium
4360,4,541,Adopted,5,2024,High
4361,6,541,Not Adopted,8,2024,High
4362,8,541,Adopted,6,2026,Medium
4363,1,541,Adopted,4,2028,High
4364,6,542,Pilot,3,2028,High
4365,10,542,Not Adopted,3,2028,Low
4366,3,542,Research,6,2026,Low
4367,11,542,Pilot,4,2028,Medium
4368,7,542,Not Adopted,7,2028,Medium
4369,12,542,Research,10,2024,High
4370,9,542,Research,6,2024,Medium
4371,5,542,Pilot,8,2026,Medium
4372,5,543,Research,5,2027,Low
4373,2,543,Pilot,7,2025,High
4374,3,543,Not Adopted,3,2025,Medium
4375,4,543,Adopted,4,2027,Low
4376,9,544,Research,10,2025,Low
4377,2,544,Research,5,2027,Medium
4378,12,544,Not Adopted,7,2025,Low
4379,8,544,Not Adopted,5,2027,Low
4380,10,544,Pilot,4,2028,High
4381,11,544,Not Adopted,6,2025,Low
4382,7,544,Pilot,8,2026,High
4383,6,544,Research,5,2026,Low
4384,3,544,Pilot,6,2025,Medium
4385,5,544,Adopted,10,2026,Low
4386,4,544,Pilot,5,2028,Medium
4387,1,544,Not Adopted,9,2027,Low
4388,4,545,Pilot,10,2028,High
4389,7,545,Pilot,5,2027,High
4390,10,545,Adopted,7,2026,Medium
4391,5,545,Adopted,9,2027,Medium
4392,8,546,Adopted,6,2028,High
4393,6,546,Adopted,10,2026,Low
4394,3,546,Research,10,2028,High
4395,9,546,Not Adopted,3,2025,High
4396,12,547,Not Adopted,3,2024,Low
4397,3,547,Adopted,4,2024,High
4398,11,547,Pilot,7,2025,Low
4399,4,547,Not Adopted,5,2027,High
4400,5,547,Pilot,8,2028,High
4401,1,547,Research,4,2026,Medium
4402,10,547,Not Adopted,6,2024,Low
4403,2,547,Research,6,2024,Low
4404,7,547,Pilot,3,2026,Medium
4405,8,547,Adopted,7,2026,High
4406,9,547,Research,4,2026,Low
4407,6,547,Pilot,3,2028,Low
4408,4,548,Research,6,2024,High
4409,2,548,Not Adopted,9,2025,Medium
4410,9,548,Research,3,2025,High
4411,7,548,Not Adopted,6,2028,Medium
4412,6,549,Not Adopted,10,2024,Medium
4413,12,549,Research,9,2025,High
4414,9,549,Research,6,2024,Medium
4415,5,549,Adopted,3,2025,High
4416,2,549,Pilot,3,2028,Low
4417,3,549,Pilot,3,2025,Medium
4418,10,549,Research,10,2026,High
4419,8,549,Adopted,6,2028,Medium
4420,2,550,Pilot,7,2028,Medium
4421,10,550,Pilot,8,2028,High
4422,11,550,Not Adopted,10,2027,Low
4423,5,550,Not Adopted,8,2026,High
4424,4,550,Adopted,5,2024,Medium
4425,12,550,Adopted,8,2027,High
4426,7,550,Not Adopted,10,2025,High
4427,1,550,Pilot,10,2028,Medium
4428,3,551,Research,5,2025,High
4429,9,551,Pilot,5,2025,Low
4430,12,551,Research,9,2026,Low
4431,8,551,Not Adopted,6,2025,Medium
4432,7,551,Research,4,2026,Medium
4433,5,551,Pilot,10,2024,High
4434,6,551,Research,8,2026,Medium
4435,4,551,Not Adopted,5,2027,High
4436,1,551,Not Adopted,5,2028,High
4437,6,552,Pilot,8,2024,Medium
4438,3,552,Adopted,7,2028,High
4439,10,552,Not Adopted,9,2025,Low
4440,1,552,Adopted,10,2028,Low
4441,7,552,Pilot,3,2028,Medium
4442,2,553,Adopted,4,2027,Medium
4443,5,553,Adopted,10,2028,Medium
4444,6,553,Not Adopted,6,2028,High
4445,7,553,Research,3,2024,Low
4446,9,553,Pilot,5,2028,Medium
4447,12,553,Research,5,2027,Medium
4448,10,553,Pilot,8,2024,High
4449,2,554,Pilot,4,2024,Medium
4450,9,554,Not Adopted,10,2028,Medium
4451,12,554,Adopted,9,2028,High
4452,6,554,Not Adopted,5,2025,High
4453,9,555,Research,10,2027,Medium
4454,1,555,Adopted,10,2027,Low
4455,2,555,Research,6,2027,High
4456,8,555,Research,8,2025,Low
4457,4,556,Not Adopted,9,2024,Low
4458,9,556,Adopted,8,2028,Low
4459,11,556,Not Adopted,5,2027,Low
4460,12,556,Not Adopted,3,2025,Low
4461,3,556,Not Adopted,3,2027,Low
4462,1,556,Research,5,2026,Medium
4463,8,556,Research,6,2027,Low
4464,6,556,Research,7,2026,Low
4465,5,557,Adopted,6,2026,Medium
4466,8,557,Adopted,8,2025,Medium
4467,12,557,Not Adopted,4,2028,Medium
4468,10,557,Pilot,9,2025,Low
4469,2,557,Research,5,2025,Low
4470,7,557,Not Adopted,3,2026,Medium
4471,1,557,Adopted,9,2026,Low
4472,6,557,Not Adopted,4,2027,Medium
4473,3,557,Adopted,8,2026,Low
4474,9,557,Not Adopted,6,2028,Medium
4475,6,558,Research,8,2026,High
4476,8,558,Adopted,8,2024,Low
4477,12,558,Pilot,5,2026,Medium
4478,4,558,Adopted,10,2024,Medium
4479,3,558,Not Adopted,8,2027,Medium
4480,9,558,Research,10,2028,Low
4481,7,558,Adopted,6,2027,Medium
4482,10,558,Research,3,2025,High
4483,5,558,Not Adopted,6,2028,Medium
4484,2,558,Pilot,4,2028,High
4485,1,558,Not Adopted,9,2026,High
4486,11,558,Not Adopted,6,2028,High
4487,11,559,Pilot,10,2028,Low
4488,5,559,Pilot,3,2025,Low
4489,3,559,Pilot,7,2024,High
4490,1,559,Adopted,8,2028,High
4491,10,559,Pilot,4,2027,Medium
4492,8,559,Adopted,9,2026,Low
4493,6,559,Not Adopted,7,2024,High
4494,7,559,Adopted,5,2025,High
4495,12,559,Research,4,2028,High
4496,2,559,Research,10,2028,Low
4497,2,560,Research,8,2025,Low
4498,12,560,Not Adopted,5,2025,High
4499,9,560,Research,8,2025,Low
4500,11,560,Research,3,2024,High
4501,4,560,Adopted,10,2026,High
4502,3,560,Adopted,5,2027,High
4503,6,560,Research,6,2028,Medium
4504,5,561,Pilot,8,2024,Low
4505,12,561,Adopted,10,2027,High
4506,1,561,Adopted,6,2027,Medium
4507,3,561,Not Adopted,7,2027,Medium
4508,2,561,Adopted,8,2028,Low
4509,7,561,Adopted,6,2024,Low
4510,9,561,Not Adopted,8,2027,Medium
4511,10,561,Research,8,2026,Medium
4512,6,561,Research,5,2028,High
4513,4,561,Not Adopted,7,2027,High
4514,2,562,Adopted,4,2025,High
4515,5,562,Adopted,10,2028,Medium
4516,12,562,Pilot,3,2025,Medium
4517,1,562,Pilot,8,2024,Medium
4518,3,562,Not Adopted,6,2028,High
4519,8,562,Not Adopted,7,2025,Low
4520,9,562,Research,5,2027,Low
4521,6,562,Adopted,9,2028,Low
4522,4,562,Not Adopted,6,2028,High
4523,10,562,Research,6,2026,Medium
4524,4,563,Adopted,3,2026,Medium
4525,8,563,Adopted,7,2024,High
4526,9,563,Research,9,2026,Medium
4527,1,563,Not Adopted,6,2025,Low
4528,1,564,Research,4,2024,Low
4529,5,564,Research,9,2027,Medium
4530,7,564,Adopted,9,2025,Low
4531,8,564,Pilot,9,2025,Medium
4532,3,564,Research,3,2024,Low
4533,12,564,Adopted,9,2026,Medium
4534,2,564,Pilot,8,2024,Low
4535,10,564,Research,7,2027,High
4536,4,565,Research,7,2025,High
4537,11,565,Adopted,7,2025,Low
4538,1,565,Not Adopted,10,2024,Medium
4539,3,565,Not Adopted,5,2025,High
4540,5,565,Research,10,2025,Medium
4541,8,565,Not Adopted,8,2024,Low
4542,10,565,Adopted,4,2027,Low
4543,2,565,Adopted,3,2028,High
4544,7,565,Adopted,7,2027,Low
4545,9,565,Not Adopted,7,2028,High
4546,12,565,Adopted,6,2026,Low
4547,6,565,Research,4,2026,Low
4548,4,566,Research,9,2025,Medium
4549,5,566,Adopted,8,2024,High
4550,12,566,Pilot,6,2025,Medium
4551,6,566,Research,3,2028,Medium
4552,8,566,Pilot,7,2026,Medium
4553,2,566,Pilot,6,2027,High
4554,9,566,Adopted,7,2024,Low
4555,10,566,Research,9,2024,High
4556,3,566,Pilot,3,2028,Low
4557,1,566,Not Adopted,8,2025,Medium
4558,7,566,Pilot,3,2024,Medium
4559,11,566,Not Adopted,8,2026,Low
4560,7,567,Research,4,2028,High
4561,3,567,Not Adopted,5,2027,High
4562,12,567,Adopted,6,2025,Medium
4563,8,567,Pilot,5,2028,Medium
4564,10,567,Pilot,6,2024,Medium
4565,8,568,Research,8,2027,Low
4566,5,568,Pilot,5,2027,High
4567,4,568,Not Adopted,8,2026,Low
4568,1,568,Adopted,7,2024,Low
4569,2,568,Not Adopted,6,2028,Medium
4570,6,568,Pilot,7,2026,High
4571,3,568,Adopted,8,2026,Low
4572,12,568,Pilot,3,2026,High
4573,9,568,Not Adopted,8,2024,High
4574,11,568,Not Adopted,9,2028,High
4575,3,569,Research,5,2026,High
4576,5,569,Research,4,2027,Low
4577,12,569,Pilot,3,2024,Low
4578,1,569,Not Adopted,10,2028,Low
4579,8,570,Pilot,7,2027,Low
4580,11,570,Research,4,2028,Low
4581,12,570,Research,10,2024,Medium
4582,3,570,Adopted,6,2026,High
4583,7,570,Adopted,6,2027,Medium
4584,10,570,Research,5,2024,Low
4585,9,570,Research,9,2026,Medium
4586,4,570,Pilot,10,2026,High
4587,5,570,Research,10,2024,Low
4588,2,570,Adopted,10,2026,Low
4589,6,570,Adopted,4,2026,Low
4590,1,570,Not Adopted,7,2028,Low
4591,6,571,Adopted,8,2027,Medium
4592,1,571,Research,3,2027,Medium
4593,7,571,Adopted,9,2026,Low
4594,12,571,Adopted,5,2025,Low
4595,11,571,Research,6,2026,Low
4596,10,571,Pilot,7,2025,Low
4597,8,571,Adopted,10,2024,High
4598,9,571,Adopted,8,2025,Medium
4599,4,571,Adopted,3,2028,Low
4600,5,571,Research,3,2028,Low
4601,2,571,Pilot,8,2026,Medium
4602,3,571,Adopted,6,2027,High
4603,2,572,Pilot,3,2026,High
4604,6,572,Pilot,4,2028,Medium
4605,11,572,Not Adopted,7,2024,High
4606,10,572,Not Adopted,4,2025,Medium
